"ShrubID" "Microsite" "Exclosure" "Gradient" "Watered" "Biomass" "Individuals" "Spp" "Percent" "Moisture1" "Moisture2" "Moisture5" "PAR1" "PAR2" "Volume" "BromusR" "Abd.nbrome" "Height" "Seeds" "Dom.Brome" "height.nbrome" "seed.nbrome" "Gradient2" "Lat" "Long" "RDM" "RDM.diff" "Canopy"
"122" 220 "Open" "Y" 2 "Y" 0.7274 94 2 16 16 35.7 8.2 297.5 1483.3 0 58 36 0.336928608 0.392857143 1 0.443429119 0.574404762 1.3 696916.833 4063336.375 0.065238766 0.835388404 0
"123" 221 "Shrub" "N" 4 "Y" 0.782 42 3 11 13.2 33 9.8 45.5 120.21 12.87 37 5 0.378392837 0.273809524 1 0 0 2.3 696920.0394 4063344.663 0.132191509 0.710801276 5
"124" 221 "Open" "N" 4 "Y" 1.2735 92 3 16 16.5 28.8 11 286.4 1333.6 0 73 19 0.344869029 0.319805195 1 0.333333333 0.285714286 2.3 696920.0394 4063344.663 0.132191509 0.811919602 0
"125" 246 "Shrub" "N" 2 "Y" 0.2639 28 5 6 11.8 20.4 12.3 237.9 997.6 10.09 6 21 0.52600464 0.296320346 0 0.266356589 0.160714286 1.3 696901.3377 4063372.652 1.17931819 -0.634289532 6
"126" 246 "Open" "N" 2 "Y" 1.7214 76 4 18 11.2 36 11.4 262 938.3 0 27 49 0.236044541 0.332102273 0 0.36 0.321428571 1.3 696901.3377 4063372.652 1.17931819 0.186878481 0
"127" 249 "Shrub" "N" 1 "Y" 1.7129 46 2 13 9.2 20.2 9 80.4 92.57 11.53 29 17 0.526235234 0.441558442 1 0.624137931 0.303571429 3 696871.8323 4063372.861 2.976816416 -0.269508069 6
"128" 249 "Open" "N" 1 "Y" 0.8554 72 3 17 7.1 26 11.5 237.9 938.3 0 47 25 0.334198907 0.270292208 1 0.171478214 0.3125 3 696871.8323 4063372.861 2.976816416 -0.553574273 0
"129" 252 "Shrub" "N" 2 "Y" 0.5067 73 3 10 7.1 17.4 8 85.7 551 14.41 48 25 0.304247206 0.340891053 1 0.613333333 0.428571429 1.3 696964.5834 4063273.643 0.131360963 0.588249491 6
"130" 252 "Open" "N" 2 "Y" 0.6716 94 1 17 12.6 22.8 9.7 185 1058 0 0 94 0.232758621 0.583333333 0 0.335658915 0.200892857 1.3 696964.5834 4063273.643 0.131360963 0.672808595 0
"131" 253 "Shrub" "N" 5 "Y" 0.1736 60 2 11 8.4 21.8 10 41.9 272.9 9.87 10 50 0.315639445 0.506628788 0 0.272241379 0.293154762 2.8 696962.1429 4063267.037 0 1 5
"132" 253 "Open" "N" 5 "Y" 0.605 94 1 14 10.8 29.8 10 253.6 1168.4 0 0 94 0.198275862 0.645833333 0 0.232758621 0.583333333 2.8 696962.1429 4063267.037 0 1 0
"133" 257 "Shrub" "N" 4 "Y" 0.783 55 2 8 5.3 22 7.4 168.3 397.1 16.8 12 43 0.387672015 0.481439394 0 0.3 0.604166667 2.3 696956.8687 4063274.798 0.184765443 0.618160693 5
"134" 257 "Open" "N" 4 "Y" 0.6942 90 2 20 7.8 25.2 11.1 199.5 1050.5 0 0 90 0.220689655 0.604166667 0 0.198275862 0.645833333 2.3 696956.8687 4063274.798 0.184765443 0.579584284 0
"135" 259 "Shrub" "N" 4 "Y" 0.7889 106 1 18 10.2 25.1 9.4 445.9 1127 27.38 0 106 0.284482759 0.729166667 0 0.336206897 0.708333333 2.3 696948.8095 4063290.931 1.989139915 -0.432045597 7
"136" 259 "Open" "N" 4 "Y" 0.6896 115 2 20 7.6 26.4 7.7 108.3 397.3 0 0 115 0.220689655 0.5 0 0.220689655 0.604166667 2.3 696948.8095 4063290.931 1.989139915 -0.485131053 0
"137" 260 "Shrub" "N" 5 "Y" 3.0594 56 2 15 7.1 23.6 6.2 147.8 445.9 11.02 46 10 0.727464475 0.982142857 1 0.284482759 0.729166667 2.8 696911.9897 4063274.875 0.458563715 0.739301623 7
"138" 260 "Open" "N" 5 "Y" 0.4284 74 2 8 12 31 12 321 1025.7 0 0 74 0.362547893 0.59672619 0 0.220689655 0.5 2.8 696911.9897 4063274.875 0.458563715 -0.034007834 0
"139" 263 "Shrub" "N" 1 "Y" 2.9019 84 2 18 11.9 23.2 7.6 149.6 648.7 8.18 81 3 0.417234027 0.390625 1 0.528888889 0.964285714 3 696903.4173 4063282.226 0.453099072 0.729896157 6
"140" 263 "Open" "N" 1 "Y" 0.4235 98 3 15 9.4 22.8 10.9 306.8 1020.3 0 12 87 0.323383455 0.477840909 0 0.362547893 0.59672619 3 696903.4173 4063282.226 0.453099072 -0.033765803 0
"141" 268 "Shrub" "N" 2 "Y" 1.7112 94 2 22 12.6 20.8 4.2 60.58 217 15.92 68 26 0.419591148 0.648295455 1 0.26744186 0.28125 1.3 696900.5123 4063295.814 0.927219748 0.297140079 6
"142" 268 "Open" "N" 2 "Y" 0.3595 110 2 16 11.6 28.6 10.6 361 1671 0 0 110 0.288984674 0.296130952 0 0.213793103 0.4375 1.3 696900.5123 4063295.814 0.927219748 -0.441214763 0
"143" 270 "Shrub" "Y" 1 "Y" 1.1906 88 3 17 11 27 6.2 27.1 114.53 23.24 74 14 0.396005791 0.639015152 1 0.284482759 0.6875 3 696894.1939 4063282.902 0.55648315 0.362957453 8
"144" 270 "Open" "Y" 1 "Y" 0.5336 106 3 12 11.8 23.6 11.1 249.8 881.4 0 32 74 0.37069977 0.404383117 0 0.288984674 0.296130952 3 696894.1939 4063282.902 0.55648315 -0.020992114 0
"145" 274 "Shrub" "N" 3 "Y" 0.429 56 3 7 7.5 20.3 8.8 26.92 116.7 12.22 12 43 0.406637533 0.51780303 0 0.174137931 0.541666667 1.8 696877.0059 4063299.491 1.633024573 -0.583904086 6
"146" 274 "Open" "N" 3 "Y" 0.6656 112 2 20 10.1 26.4 11.8 223 1013 0 92 20 0.290748366 0.319507576 1 0.360363985 0.388392857 1.8 696877.0059 4063299.491 1.633024573 -0.420871065 0
"147" 275 "Shrub" "N" 1 "Y" 1.8205 92 3 16 7.8 31.3 9.2 29.41 225.8 31.99 61 31 0.515060403 0.5004329 1 0.374137931 0.708333333 3 696889.5966 4063315.656 1.266963243 0.179285294 8
"148" 275 "Open" "N" 1 "Y" 0.9901 103 3 14 9.8 30.4 11.8 218 905.3 0 21 83 0.400761364 0.47521645 0 0.281034483 0.520833333 3 696889.5966 4063315.656 1.266963243 -0.122665257 0
"149" 276 "Shrub" "N" 5 "Y" 0.8903 20 3 5 5.5 28.2 8.8 45.94 289.6 15.68 8 12 0.271691196 0.276515152 0 0.418199234 0.464285714 2.8 696875.671 4063322.551 1.439779043 -0.235819916 7
"150" 276 "Open" "N" 5 "Y" 0.4451 48 3 11 9 30 11 192.54 931 0 8 41 0.398140729 0.171103896 0 0.42394636 0.544642857 2.8 696875.671 4063322.551 1.439779043 -0.527715052 0
"151" 277 "Shrub" "Y" 4 "Y" 3.5102 82 2 19 10.2 17.6 12.8 23.92 111.3 13.36 56 26 0.762331793 0.507792208 1 0.24137931 0.416666667 2.3 696869.5007 4063314.86 1.474707603 0.408331018 5
"152" 277 "Open" "Y" 4 "Y" 0.3699 74 4 14 14.4 33.4 14.2 251.3 1324 0 11 63 0.400937389 0.460894661 0 0.546666667 0.178571429 2.3 696869.5007 4063314.86 1.474707603 -0.598939092 0
"153" 282 "Shrub" "Y" 5 "Y" 0.7435 68 2 22 5.2 26.6 9 27.5 164.28 22.23 56 12 0.617497004 0.606493506 1 0.826666667 0.642857143 2.8 696852.1235 4063304.692 1.843622565 -0.425230169 7
"154" 282 "Open" "Y" 5 "Y" 2.2798 98 1 18 9.8 27.2 8.8 223.6 959 0 0 98 0.210344828 0.483333333 0 0.464272031 0.55952381 2.8 696852.1235 4063304.692 1.843622565 0.105780436 0
"155" 291 "Shrub" "Y" 0 "N" 8.5759 210 1 53 7.6 12.6 6.3 70.6 259.3 38.73 210 0 0.878274268 0.309090909 1 0.711111111 0.785714286 0 696816.5066 4063317.971 4.033605576 0.360227798 7
"156" 291 "Open" "Y" 0 "N" 3.7619 144 1 32 9 13 7.7 404.6 1765.4 0 144 0 0.600924499 0.390909091 1 0.210344828 0.583333333 0 696816.5066 4063317.971 4.033605576 -0.034854131 0
"157" 292 "Shrub" "N" 1 "Y" 1.6205 68 2 13 12.4 27 9.6 24.15 103.3 9.37 65 3 0.416458236 0.391396104 1 0 0 3 696820.4792 4063339.598 3.347532511 -0.347629068 7
"158" 292 "Open" "N" 1 "Y" 0.7901 88 2 14 9 29.8 12.1 236.5 1013 0 63 25 0.337074131 0.405519481 1 0 0 3 696820.4792 4063339.598 3.347532511 -0.618090781 0
"159" 301 "Shrub" "N" 0 "N" 3.1755 115 2 42 7.6 26.4 6.4 179.1 520.8 46.38 112 3 0.471736482 0.353043831 1 0.390697674 0.446428571 0 696769.2528 4063382.491 3.382024765 -0.031494317 7
"160" 301 "Open" "N" 0 "N" 1.9665 73 2 17 9 20.6 8.5 306.8 1363.2 0 62 11 0.412634823 0.270779221 1 0.422222222 0.392857143 0 696769.2528 4063382.491 3.382024765 -0.264657046 0
"161" 304 "Shrub" "N" 1 "Y" 1.4767 74 3 17 12.2 27.1 8.8 8.46 333.3 22.47 56 18 0.347961284 0.263690476 1 0.453488372 0.415178571 3 696848.3233 4063368.879 3.456813812 -0.401359738 8
"162" 304 "Open" "N" 1 "Y" 2.1482 98 2 21 8.2 29.8 8.8 199.73 1040.4 0 83 15 0.406779661 0.231493506 1 0.4 0.214285714 3 696848.3233 4063368.879 3.456813812 -0.233472005 0
"163" 329 "Shrub" "N" 2 "Y" 5.3291 214 3 58 13 17.4 5 15.43 90.67 10.65 180 35 0.606150229 0.751244589 1 0.310077519 0.245535714 1.3 696818.9379 4063371.644 2.475054502 0.365708482 8
"164" 329 "Open" "N" 2 "Y" 1.9305 132 2 31 14.3 22.8 9.8 216 891.9 0 121 11 0.447423386 0.330194805 1 0 0.035714286 1.3 696818.9379 4063371.644 2.475054502 -0.123606348 0
"165" 331 "Shrub" "N" 5 "Y" 3.9822 185 1 40 5.7 20.2 7.2 13.61 98.55 14.07 185 0 0.634822804 0.445454545 1 0.535573572 0.772321429 2.8 696814.9149 4063383.319 2.616247892 0.207011123 8
"166" 331 "Open" "N" 5 "Y" 1.2919 108 2 26 13.6 29.1 10.4 257.8 1382.6 0 83 25 0.430885122 0.387012987 1 0.355555556 0.178571429 2.8 696814.9149 4063383.319 2.616247892 -0.338868418 0
"167" 332 "Shrub" "N" 5 "Y" 1.8725 285 2 72 11.7 40.6 7.8 34.43 107.3 23.76 279 6 0.74962186 0.640029326 1 0 0 2.8 696811.0447 4063376.68 2.957992554 -0.224716743 9
"168" 332 "Open" "N" 5 "Y" 1.6031 88 3 15 17.6 39.3 10.4 96.29 1406.5 0 77 11 0.303920562 0.328896104 1 0.488888889 0.428571429 2.8 696811.0447 4063376.68 2.957992554 -0.297054387 0
"169" 333 "Shrub" "N" 4 "Y" 5.4994 104 2 31 9.9 19.6 2.4 15.69 127.66 13.68 99 5 0.474345146 0.30762987 1 0.798165138 0.870967742 2.3 696823.2118 4063395.721 3.386218071 0.237820477 6
"170" 333 "Open" "N" 4 "Y" 1.6136 89 2 18 13.2 34.8 9.4 293.7 1218.8 0 78 11 0.413199795 0.338961039 1 0.288888889 0.321428571 2.3 696823.2118 4063395.721 3.386218071 -0.354536514 0
"171" 357 "Shrub" "Y" 4 "Y" 4.4277 118 2 41 13 33.2 9.6 14.35 88.15 13.09 111 7 0.536202386 0.397159091 1 0.3 0.160714286 2.3 696804.1985 4063394.506 2.698229074 0.242701114 8
"172" 357 "Open" "Y" 4 "Y" 1.4596 82 2 16 17.3 33.2 9.2 312.5 1253.1 0 67 15 0.356634138 0.252922078 1 0.333333333 0.214285714 2.3 696804.1985 4063394.506 2.698229074 -0.297902836 0
"173" 386 "Shrub" "Y" 1 "Y" 3.6646 142 3 42 11.8 26.6 8.8 25.31 154.8 17.04 114 28 0.466805753 0.309145022 1 0.497674419 0.3125 3 696755.8031 4063423.144 6.34960413 -0.268119572 8
"174" 386 "Open" "Y" 1 "Y" 0.979 74 3 12 12.3 25 8.6 270.2 1369.5 0 49 25 0.366364738 0.206926407 1 0.311111111 0.178571429 3 696755.8031 4063423.144 6.34960413 -0.732827703 0
"175" 388 "Shrub" "Y" 3 "Y" 5.1942 128 2 26 10.5 15.4 9.2 333.5 1940.2 26.26 120 8 0.625577812 0.28961039 1 0.400516796 0.245535714 1.8 696729.9913 4063406.566 4.422090054 0.080291874 5
"176" 388 "Open" "Y" 3 "Y" 0.9574 94 3 34 11.6 32.6 12.2 282.5 1558.7 0 70 24 0.296508642 0.225811688 1 0.372351421 0.178571429 1.8 696729.9913 4063406.566 4.422090054 -0.644055481 0
"177" 393 "Shrub" "N" 3 "Y" 10.7104 285 3 62 19 31.2 4.2 67.1 390.5 22.41 262 22 0.985932722 0.836525974 1 0 0.142857143 1.8 696716.0733 4063401.472 5.565680981 0.316090773 5
"178" 393 "Open" "N" 3 "Y" 1.5852 62 3 19 10.8 33.8 13 382.5 1786 0 55 8 0.402544165 0.365909091 1 0.217054264 0.160714286 1.8 696716.0733 4063401.472 5.565680981 -0.556642041 0
"179" 394 "Shrub" "N" 4 "Y" 2.5205 114 2 31 8.4 12.9 13.2 299.2 1036.3 18.41 96 18 0.782246191 0.437337662 1 0.978899083 0.986607143 2.3 696714.3345 4063391.552 6.519314289 -0.442355801 6
"180" 394 "Open" "N" 4 "Y" 3.7149 142 2 48 9.7 34.2 12.7 466 1965.9 0 132 10 0.525707927 0.267532468 1 0.344186047 0.3125 2.3 696714.3345 4063391.552 6.519314289 -0.274023409 0
"181" 395 "Shrub" "N" 3 "Y" 2.3576 108 2 14 13.8 16.2 6.4 415.4 1576.3 12.61 105 3 0.74324602 0.621428571 1 0.755555556 0.392857143 1.8 696695.1138 4063372.128 5.446623802 -0.395814354 5
"182" 395 "Open" "N" 3 "Y" 1.2925 110 2 14 10.5 35 16 418.2 1528.2 0 81 29 0.373583291 0.181493506 1 0.408888889 0.071428571 1.8 696695.1138 4063372.128 5.446623802 -0.616418977 0
"183" 396 "Shrub" "Y" 2 "Y" 4.6138 122 1 26 14.8 33.8 4.9 124.6 516.8 22.63 122 0 0.476117103 0.363636364 1 0.933333333 0.642857143 1.3 696695.8794 4063366.04 5.781353474 -0.112317098 8
"184" 396 "Open" "Y" 2 "Y" 2.1738 98 2 18 15.8 31.4 10 146.8 1878.7 0 83 15 0.339359699 0.222077922 1 0.311111111 0.035714286 1.3 696695.8794 4063366.04 5.781353474 -0.453486345 0
"185" 400 "Shrub" "N" 5 "Y" 2.1725 128 3 38 7.6 22.2 4.8 107.2 560.8 24.94 123 6 0.678961073 0.632183442 1 0 0 2.8 696731.3492 4063398.049 4.910651207 -0.386572463 5
"186" 400 "Open" "N" 5 "Y" 0.6529 67 4 15 18.2 34.4 14.3 449.5 1896.1 0 28 38 0.345293959 0.371482684 0 0.288888889 0.071428571 2.8 696731.3492 4063398.049 4.910651207 -0.765293793 0
"187" 408 "Shrub" "N" 1 "Y" 2.3715 110 2 25 8.7 21.8 5.2 88.73 391.3 31.34 100 10 0.647149461 0.563636364 1 0.554651163 0.709821429 3 696756.4913 4063381.531 3.882096291 -0.241556413 5
"188" 408 "Open" "N" 1 "Y" 1.7434 86 2 19 17.6 31.5 10.1 231.5 936.2 0 72 14 0.365314159 0.08636364 1 0.369250646 0.352678571 3 696756.4913 4063381.531 3.882096291 -0.380179131 0
"189" 410 "Shrub" "N" 4 "Y" 3.7518 104 1 26 7.2 25.7 18.6 30.38 152 32.21 104 0 0.738058552 0.581818182 1 0 0 2.3 696763.6442 4063377.589 3.550840139 0.027518796 7
"190" 410 "Open" "N" 4 "Y" 1.9292 97 2 21 14.6 37.2 10.1 130.6 867 0 79 18 0.56394453 0.527272727 1 0.377777778 0.25 2.3 696763.6442 4063377.589 3.550840139 -0.295917566 0
"191" 413 "Shrub" "Y" 5 "Y" 5.1443 122 1 28 7.7 32.8 5.8 25.1 119.4 23.64 122 0 0.694915254 0.527272727 1 0 0 2.8 696773.5251 4063336.631 3.406037092 0.203297588 6
"192" 413 "Open" "Y" 5 "Y" 1.0757 85 2 21 9.6 34 6.7 185.2 795 0 65 20 0.474576271 0.418181818 1 0 0 2.8 696773.5251 4063336.631 3.406037092 -0.519962917 0
"193" 424 "Shrub" "N" 2 "Y" 1.6997 88 2 21 11.3 16.4 4.2 9.39 63.57 14.88 75 13 0.521794213 0.275649351 1 0 0 1.3 696740.7346 4063444.778 2.421607733 -0.175164724 7
"194" 424 "Open" "N" 2 "Y" 0.9986 78 3 18 13.4 27.7 9.4 198.15 1013.6 0 59 20 0.254582243 0.171103896 1 0 0 1.3 696740.7346 4063444.778 2.421607733 -0.416058861 0
"195" 425 "Shrub" "N" 0 "N" 1.4009 54 2 16 7.6 16.4 9.5 9.39 63.57 41.81 46 8 0.33440236 0.216801948 1 0.488888889 0.178571429 0 696733.569 4063449.276 2.2516675 -0.232923142 10
"196" 425 "Open" "N" 0 "N" 1.6648 84 3 17 9 23.2 10.6 198.15 1013.6 0 69 15 0.327396949 0.198484848 1 0.233953488 0.133928571 0 696733.569 4063449.276 2.2516675 -0.14984613 0
"197" 427 "Shrub" "N" 1 "Y" 1.4418 85 3 18 9.8 28.3 8.2 16.51 125.04 16.57 51 35 0.42364653 0.320995671 1 0.263565891 0.151785714 3 696723.9326 4063460.155 1.597530961 -0.051238566 5
"198" 427 "Open" "N" 1 "Y" 0.798 74 2 14 12 30.8 8 210.6 1026 0 61 13 0.383567882 0.226298701 1 0.240310078 0.125 3 696723.9326 4063460.155 1.597530961 -0.333759394 0
"199" 428 "Shrub" "N" 5 "Y" 4.7368 122 3 38 7.9 28.4 5.6 120.6 588.3 9.73 95 27 0.436576513 0.291774892 1 0.396640827 0.267857143 2.8 696734.2946 4063468.275 2.289765358 0.348254733 5
"200" 428 "Open" "N" 5 "Y" 0.606 35 3 9 10.2 21.4 10.4 200.3 1025.4 0 15 20 0.300954307 0.270508658 0 0.351111111 0.107142857 2.8 696734.2946 4063468.275 2.289765358 -0.581457801 0
"201" 431 "Shrub" "N" 0 "N" 1.331 68 6 12 7.6 22.8 9.7 62 94.2 35.92 27 41 0.50671073 0.303869048 0 0.335142119 0.178571429 0 696701.1061 4063477.059 2.002729416 -0.201494882 8
"202" 431 "Open" "N" 0 "N" 1.5532 78 3 14 9 25.4 9.1 270 967.8 0 56 22 0.355158204 0.210227273 1 0.278087855 0.183035714 0 696701.1061 4063477.059 2.002729416 -0.126416856 0
"203" 432 "Shrub" "Y" 0 "N" 0.3398 31 1 8 7.6 18.6 5.2 23.09 63.97 36.31 31 0 0.664098613 0.427272727 1 0.510121848 0.271825397 0 696720.5486 4063494.601 2.817153931 -0.784729199 9
"204" 432 "Open" "Y" 0 "N" 1.3988 78 2 15 9 23.6 8.6 217.4 1484.4 0 66 12 0.449703818 0.298051948 1 0.311627907 0.15625 0 696720.5486 4063494.601 2.817153931 -0.336425387 0
"205" 434 "Shrub" "N" 1 "Y" 3.055 87 2 21 12.6 17 4 11.12 63.27 12.74 76 11 0.444045102 0.656737013 1 0 0 3 696713.2631 4063496.543 2.862668991 0.032501143 6
"206" 434 "Open" "N" 1 "Y" 2.4173 118 2 31 12.8 32.8 8 332.1 1480.7 0 97 21 0.574387947 0.495779221 1 0.395555556 0.214285714 3 696713.2631 4063496.543 2.862668991 -0.084350683 0
"207" 435 "Shrub" "Y" 4 "Y" 4.7588 104 1 28 12.4 30.8 12.6 20.37 79.7 14.41 104 0 0.42 0.45 1 0.342635659 0.758928571 2.3 696705.8777 4063491.156 2.574153662 0.297921743 8
"208" 435 "Open" "Y" 4 "Y" 1.1775 72 3 13 11.6 26 7.8 358 1577.7 0 49 23 0.398791382 0.246699134 1 0.555555556 0.464285714 2.3 696705.8777 4063491.156 2.574153662 -0.372276811 0
"209" 436 "Shrub" "N" 3 "Y" 2.8193 118 1 27 12.9 24.4 11.6 12.59 77.38 14.22 118 0 0.702619414 0.436363636 1 0 0 1.8 696696.7719 4063490.613 2.339713097 0.092960978 6
"210" 436 "Open" "N" 3 "Y" 1.056 84 4 18 12.2 32.6 12.5 239.7 1204.5 0 34 51 0.430179021 0.383603896 0 0.330852713 0.147321429 1.8 696696.7719 4063490.613 2.339713097 -0.378039328 0
"211" 437 "Shrub" "Y" 1 "Y" 4.7276 49 1 18 9.6 30.2 4.4 21 110.9 24.44 49 0 0.704160247 0.46 1 0 0 3 696693.4175 4063488.76 2.130591869 0.378672423 6
"212" 437 "Open" "Y" 1 "Y" 0.6756 82 4 18 7.9 24.6 8.8 324.4 1108.7 0 23 59 0.501205672 0.150757576 0 0.436485788 0.352678571 3 696693.4175 4063488.76 2.130591869 -0.518493366 0
"213" 440 "Shrub" "N" 4 "Y" 10.1849 140 3 36 8.6 25.4 7.2 98.07 899.2 16.31 119 21 0.598442643 0.578039031 1 0 0 2.3 696700.2549 4063521.887 5.666130543 0.28507733 5
"214" 440 "Open" "N" 4 "Y" 4.1995 124 3 34 11.7 34.1 7 295 1123.7 0 117 7 0.45293853 0.315313853 1 0.509054917 0.5625 2.3 696700.2549 4063521.887 5.666130543 -0.148660599 0
"215" 441 "Shrub" "N" 2 "Y" 2.3171 67 2 15 14.2 32.4 7.3 10.95 43.84 10.24 61 6 0.370568913 0.469074675 1 0.577170898 0.698876728 1.3 696687.1287 4063525.138 3.566724062 -0.212382976 9
"216" 441 "Open" "N" 2 "Y" 1.5988 78 3 18 14.6 30.9 10.6 231.1 1276.7 0 55 23 0.386358235 0.33284632 1 0.358914729 0.236607143 1.3 696687.1287 4063525.138 3.566724062 -0.38097278 0
"217" 443 "Shrub" "N" 1 "Y" 1.3629 84 1 16 8.6 27.8 6.3 109.27 231.1 22.28 84 0 0.335901387 0.363636364 1 0.249612403 0.401785714 3 696670.1425 4063521.306 2.782257318 -0.342413378 6
"218" 443 "Open" "N" 1 "Y" 1.8867 72 2 17 12.3 24.4 7.2 205.6 827.7 0 45 27 0.363800719 0.145649351 1 0.421602067 0.290178571 3 696670.1425 4063521.306 2.782257318 -0.191810988 0
"219" 445 "Shrub" "N" 2 "Y" 10.7328 148 1 56 5.6 25.8 4.3 40.18 273.8 13.97 148 0 0.75192604 0.572727273 1 0 0 1.3 696659.2121 4063537.928 2.170248985 0.663606797 5
"220" 445 "Open" "N" 2 "Y" 2.5074 112 2 18 10.2 26.6 8.8 207.6 970.4 0 86 26 0.528426639 0.091899351 1 0.453333333 0.178571429 1.3 696659.2121 4063537.928 2.170248985 0.072077023 0
"221" 451 "Shrub" "N" 4 "Y" 1.2599 69 1 11 11.2 30.6 6.4 28.07 178.82 24.11 69 0 0.402157165 0.381818182 1 0 0 2.3 696669.1228 4063561.801 2.746311903 -0.37102678 5
"222" 451 "Open" "N" 4 "Y" 1.3218 48 2 13 15 31.2 9.9 286.6 1204.6 0 42 6 0.224692729 0.175730519 1 0.657777778 0.066071429 2.3 696669.1228 4063561.801 2.746311903 -0.350165368 0
"223" 489 "Shrub" "N" 4 "Y" 3.9691 122 1 33 8 21.2 4.4 82.23 382.9 30.49 122 0 0.587057011 0.354545455 1 0 0 2.3 696618.6682 4063512.797 4.823369026 -0.097159174 5
"224" 489 "Open" "N" 4 "Y" 1.1245 92 4 18 11 31.2 9.6 394.9 1727.4 0 48 44 0.442797466 0.530663781 1 0.162790698 0.169642857 2.3 696618.6682 4063512.797 4.823369026 -0.621881385 0
"225" 494 "Shrub" "N" 4 "Y" 8.1692 220 1 44 6.4 33.4 6 187.8 226.6 27.3 220 0 0.779661017 0.481818182 1 0 0 2.3 696609.3827 4063488.938 5.618218422 0.185022424 6
"226" 494 "Open" "N" 4 "Y" 1.9552 94 2 18 12.8 26.4 11.8 458.7 1843.4 0 73 21 0.426382469 0.285064935 1 0.471111111 0.636904762 2.3 696609.3827 4063488.938 5.618218422 -0.483667773 0
"227" 513 "Shrub" "N" 4 "Y" 2.139 88 1 14 8.5 32.2 5.7 174.2 1647.5 28.96 88 0 0.345146379 0.381818182 1 0 0 2.3 696682.2794 4063479.401 2.855623484 -0.14347898 8
"228" 513 "Open" "N" 4 "Y" 0.7213 81 3 14 6.4 15.5 9.4 425.5 2014 0 36 44 0.461462078 0.628896104 0 0.444444444 0.142857143 2.3 696682.2794 4063479.401 2.855623484 -0.596692519 0
"229" 669 "Shrub" "N" 2 "Y" 2.3509 122 4 31 5.8 22.8 4.8 399.8 1500.3 31.5 100 22 0.473606595 0.339339827 1 0 0 1.3 696557.9595 4063591.107 6.12744236 -0.445434048 7
"230" 669 "Open" "N" 2 "Y" 1.5354 104 2 26 11.4 26 8.6 416.2 2032 0 93 11 0.43367574 0.335714286 1 0.577777778 0.821428571 1.3 696557.9595 4063591.107 6.12744236 -0.599260972 0
"231" 672 "Shrub" "N" 5 "Y" 3.0476 78 1 15 6 16.4 3.6 84.94 462.3 23.18 78 0 0.625577812 0.509090909 1 0.380671835 0.254464286 2.8 696556.0699 4063579.963 5.803563118 -0.31136734 5
"232" 672 "Open" "N" 5 "Y" 3.4368 104 2 27 12.5 35.6 10.3 433.3 2008 0 85 19 0.491525424 0.23961039 1 0.311111111 0.071428571 2.8 696556.0699 4063579.963 5.803563118 -0.256133129 0
"233" 689 "Shrub" "N" 1 "Y" 6.0737 121 1 38 6.6 18.1 3 59.86 332.8 13.82 121 0 0.755007704 0.772727273 1 0 0 3 696526.8233 4063584.508 5.456618309 0.053518183 5
"234" 689 "Open" "N" 1 "Y" 0.8437 106 4 14 12.3 25.7 7.5 448 1972.6 0 40 66 0.403876845 0.297348485 0 0 0.142857143 3 696526.8233 4063584.508 5.456618309 -0.732172262 0
"235" 693 "Shrub" "N" 5 "Y" 0.6461 115 1 30 7.3 30 2 87.65 232.6 9.08 115 0 0.708782743 0.463636364 1 0 0 2.8 696537.249 4063589.854 6.462524414 -0.818220808 8
"236" 693 "Open" "N" 5 "Y" 1.5288 68 3 16 13.6 30 4.4 338.6 1619.5 0 55 13 0.419599384 0.331168831 1 0.368527132 0.21875 2.8 696537.249 4063589.854 6.462524414 -0.617385074 0
"237" 694 "Shrub" "N" 3 "Y" 5.2591 142 2 44 7.5 20 4.9 339.6 581.8 23.4 136 6 0.534274953 0.568181818 1 0 0 1.8 696549.8446 4063598.025 6.355827332 -0.094423951 5
"238" 694 "Open" "N" 3 "Y" 4.5866 114 2 31 10 24.4 8.5 419.4 1705.2 0 89 25 0.671604177 0.622727273 1 0.36 0.071428571 1.8 696549.8446 4063598.025 6.355827332 -0.161685089 0
"239" 695 "Shrub" "Y" 3 "Y" 2.7391 110 3 20 6.2 29.2 4 188.6 1066.1 22.07 46 64 0.554088938 0.395508658 0 0.288888889 0.5 1.8 696537.9522 4063613.737 8.545660019 -0.514548826 9
"240" 695 "Open" "Y" 3 "Y" 2.2091 72 4 14 10 10.2 10 438.3 1740.9 0 50 21 0.395871416 0.523863636 1 0.702222222 0.5 1.8 696537.9522 4063613.737 8.545660019 -0.589186556 0
